Departement;Commune;Habitants;Agglo;Maire;Qui gere EP;Statut;Prestataire EP;Contact;Notes
"Yvelines (78)";"Gambais";2451;"CC Portes de l'Île-de-France";"Raphaël NIVOIT";"";"done";"BOUYGUES";"";""
"Seine-et-Marne (77)";"Samoreau";2426;"CA du Pays de Fontainebleau";"Pascal GOUHOURY";"";"done";"SPIE";"";""
"Yvelines (78)";"Flins-sur-Seine";2424;"CU Grand Paris Seine et Oise";"Nagège DAUMARD";"";"done";"GPSEO";"";""
"Yvelines (78)";"La Queue-les-Yvelines";2381;"CC Cur d'Yvelines";"Gérard PATIN";"";"done";"EIFFAGE";"";""
"Seine-et-Marne (77)";"Bray-sur-Seine";2356;"CC Bassée-Montois";"Catherine DUVERNEIX";"commune";"done";"SDESM";"";"JSP"
"Seine-et-Marne (77)";"Presles-en-Brie";2313;"CC Val Briard";"Yoann COSSEVE";"syndicat";"done";"SDESM";"";"JSP"
"Seine-et-Marne (77)";"La Chapelle-la-Reine";2301;"CC Pays de Nemours";"Sebastien COLIN";"";"inprogress";"";"";""
"Essonne (91)";"Fontenay-lès-Briis";2297;"CC du Pays de Limours";"Thierry DEGIVRY";"";"done";"PRUNEVIEILLE";"";"CM "
"Essonne (91)";"Varennes-Jarcy";2296;"CA Val d'Yerres Val de Seine";"Frédéric GIRAUD";"";"done";"Société BIR";"";"CM durée de 12 ans"
"Seine-et-Marne (77)";"Rebais";2289;"CA Coulommiers Pays de Brie";"Benoît CARRÉ";"commune";"done";"Ne sait pas";"CM +B";""
"Yvelines (78)";"Mézy-sur-Seine";2287;"CU Grand Paris Seine et Oise";"Michel CHARRON";"";"done";"GPSEO";"";""
"Yvelines (78)";"Septeuil";2272;"CU Grand Paris Seine et Oise";"Julien RIVIERE";"";"done";"GPSEO";"";""
"Val-d'Oise (95)";"Butry-sur-Oise";2252;"CC Sausseron Impressionnistes";"Claude NOËL";"";"todo";"";"";""
"Essonne (91)";"Vert-le-Grand";2252;"CC du Val d'Essonne";"Thierry MARAIS";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Belloy-en-France";2250;"CA Plaine Vallée";"Delphine DRAPEAU";"";"todo";"";"";""
"Val-d'Oise (95)";"Ennery";2243;"CA de Cergy-Pontoise";"Matthieu LAURENT";"agglo";"inprogress";"CITEOS, ENTRA ET SPIR CITY NETWORK";"";""
"Val-d'Oise (95)";"Fontenay-en-Parisis";2219;"CA Roissy Pays de France";"Hasan KARADAG";"";"todo";"";"";""
"Seine-et-Marne (77)";"Livry-sur-Seine";2215;"CC Val Briard";"Esther DECANTE";"";"callback";"";"";"17h"
"Yvelines (78)";"Bouafle";2213;"CU Grand Paris Seine et Oise";"Sabine OLIVIER";"";"done";"GPSEO";"";""
"Essonne (91)";"Cheptainville";2212;"CA Cur d'Essonne";"Kim DELMOTTE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Jouy-sur-Morin";2212;"CC du Provinois";"Michael ROUSSEAU";"";"inprogress";"";"";""
"Yvelines (78)";"Follainville-Dennemont";2173;"CU Grand Paris Seine et Oise";"Samuel BOUREILLE";"";"done";"GPSEO";"";""
"Essonne (91)";"Pussay";2169;"CA Étampois Sud-Essonne";"Grégory COURTAS";"";"done";"C'est eu qui s'en occupe ; ENEDIS";"";"Pas de CM"
"Seine-et-Marne (77)";"Pontcarré";2156;"CA Marne et Gondoire";"Tony SALVAGGIO";"syndicat";"done";"INEO";"";"CM"
"Seine-et-Marne (77)";"Égreville";2143;"CC Bassée-Montois";"Pascal POMMIER";"syndicat";"done";"SATELEC";"";"CM DURÉE DE 4 ANS AVEC LE SDESM"
"Seine-et-Marne (77)";"Villevaudé";2132;"CA Roissy Pays de France";"Nicolas MARCEAUX";"";"callback";"";"";""
"Yvelines (78)";"Guerville";2124;"CU Grand Paris Seine et Oise";"Yann TARTARD";"";"done";"GPSEO";"";""
"Yvelines (78)";"Bonnelles";2123;"CA Rambouillet Territoires";"Nathalie COUËDOR";"";"inprogress";"";"";"rappeler à 16h"
"Seine-et-Marne (77)";"Varreddes";2121;"CA du Pays de Meaux";"Francis MESSANT";"";"callback";"";"";""
"Val-d'Oise (95)";"Boissy-l'Aillerie";2120;"CA de Cergy-Pontoise";"Paul DUBRAY";"agglo";"inprogress";"CITEOS, ENTRA ET SPIR CITY NETWORK";"";""
"Seine-et-Marne (77)";"Chailly-en-Bière";2118;"CA du Pays de Fontainebleau";"Alain THIERY";"";"callback";"";"";""
"Seine-et-Marne (77)";"Couilly-Pont-aux-Dames";2100;"CA Marne et Gondoire";"Laure GUÉRIN TAQUET";"";"callback";"";"";""
"Essonne (91)";"Bouray-sur-Juine";2077;"CC Entre Juine et Renarde";"Virgine PERCHET";"";"inprogress";"";"";""
"Essonne (91)";"Vauhallan";2066;"CA Communauté Paris-Saclay";"Bernard GLEIZE";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Neuville-sur-Oise";2058;"CA de Cergy-Pontoise";"Sébastien DRUART";"agglo";"inprogress";"CITEOS, ENTRA ET SPIR CITY NETWORK";"";""
"Seine-et-Marne (77)";"Villiers-sur-Morin";2048;"CA Coulommiers Pays de Brie";"Caroline AULIAC";"";"done";"BIR";"";""
"Seine-et-Marne (77)";"Perthes";2040;"CA du Pays de Fontainebleau";"Fabrice LARCHÉ";"";"callback";"";"";""
"Seine-et-Marne (77)";"Saints";2035;"";"Christophe SZIKORA";"";"callback";"";"";""
"Seine-et-Marne (77)";"Soignolles-en-Brie";2026;"CC Brie des Rivières et Châteaux";"Matthieu VERHEYDEN";"";"callback";"";"";"16H"
"Yvelines (78)";"Limetz-Villez";2025;"CU Grand Paris Seine et Oise";"Michel OBRY";"";"done";"GPSEO";"";""
"Val-d'Oise (95)";"Baillet-en-France";2021;"CA Plaine Vallée";"Delphine BONFANTI";"";"todo";"";"";""
"Seine-et-Marne (77)";"Juilly";2020;"CC des Deux Morin";"Christine FAVINO";"commune";"done";"BIR";"";"CM"
"Seine-et-Marne (77)";"Samois-sur-Seine";2010;"CA du Pays de Fontainebleau";"Jacques BOUSQUET";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Chars";2006;"CC du Vexin-Val de Seine";"Nicolas BELANGÉ";"";"todo";"";"";""
"Seine-et-Marne (77)";"Croissy-Beaubourg";1990;"CA Paris - Vallée de la Marne";"Michael GAILLARD";"commune";"done";"IMMOBAT";"";"CM"
"Yvelines (78)";"Auffargis";1974;"CA Rambouillet Territoires";"Marie VINCENT";"";"refused";"NON COMMUNIQUÉ";"";"CM + Pas de bailleur"
"Seine-et-Marne (77)";"Ozouer-le-Voulgis";1970;"CC Val Briard";"Gauthier BOUNICHOU";"";"callback";"";"";""
"Seine-et-Marne (77)";"Réau";1966;"CA Grand Paris Sud";"Alain AUZET";"agglo";"done";"";"";"COMMUNAUTÉ DE COMMUNE :GRAND PARIS SUD"
"Seine-et-Marne (77)";"Saint-Cyr-sur-Morin";1954;"CC des Deux Morin";"Francis Marcel DELARUE";"commune";"done";"EDF";"";"Pas de CM"
"Essonne (91)";"Janville-sur-Juine";1953;"CC du Val d'Essonne";"Séverine GALIBERT";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Montcourt-Fromonville";1925;"CC Moret Seine et Loing";"Maxime LABELLE";"agglo";"done";"SDESM";"";"CM"
"Yvelines (78)";"Bullion";1914;"CA Rambouillet Territoires";"Xavier CARIS";"";"done";"ENEDIS";"";""
"Yvelines (78)";"Bréval";1908;"CU Grand Paris Seine et Oise";"Thierry NAVELLO";"";"done";"GPSEO";"";""
"Val-d'Oise (95)";"Attainville";1904;"CA Plaine Vallée";"Yves CITERNE";"";"todo";"";"";""
"Essonne (91)";"Les Molières";1896;"CA Communauté Paris-Saclay";"Yvan LUBRANESKI";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Coubert";1879;"CC Brie des Rivières et Châteaux";"Louis Marie SAOUT";"commune";"done";"Eiffage Energie";"";"Syndicat : SDESMqui fourni l'energie"
"Seine-et-Marne (77)";"Villeneuve-le-Comte";1870;"CA Val d'Europe Agglomération";"Julien QUINTERNE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Saâcy-sur-Marne";1864;"CC des Deux Morin";"Florian CABARIBERE";"";"callback";"";"";""
"Val-d'Oise (95)";"Maffliers";1856;"CC Carnelle Pays-de-France";"Jean-Christophe MAZURIER";"";"todo";"";"";""
"Essonne (91)";"Saclas";1847;"CA Étampois Sud-Essonne";"Fabrice JAOUEN";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Marles-en-Brie";1843;"CA du Pays de Meaux";"Patrick POISOT";"syndicat";"done";"Eiffage ";"";"CM : renouvelé pour 4 ans"
"Val-d'Oise (95)";"Nesles-la-Vallée";1842;"CC Sausseron Impressionnistes";"Christophe BUATOIS";"";"todo";"";"";""
"Yvelines (78)";"Saint-Germain-de-la-Grange";1841;"CC Cur d'Yvelines";"Bertrand HAUET";"";"done";"WATELET ";"";""
"Yvelines (78)";"Bennecourt";1837;"CU Grand Paris Seine et Oise";"Didier DUMONT";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Maincy";1833;"CA Val d'Europe Agglomération";"Alain PLAISANCE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Seine-Port";1824;"CA Melun Val de Seine";"Vincent PAUL-PETIT";"";"callback";"";"";""
"Seine-et-Marne (77)";"Noisy-sur-École";1822;"CA du Pays de Fontainebleau";"Christian BOURNERY";"";"callback";"";"";""
"Seine-et-Marne (77)";"Saint-Augustin";1820;"CA Marne et Gondoire";"Sébastien HOUDAYER";"";"callback";"";"";""
"Seine-et-Marne (77)";"Marolles-sur-Seine";1812;"CC Brie Nangissienne";"Julien POIREAU";"syndicat";"done";"SDESM";"";""
"Seine-et-Marne (77)";"Crouy-sur-Ourcq";1808;"CC du Pays de l'Ourcq";"Didier MANSON";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Longueville";1800;"CA Roissy Pays de France";"Cyril BERNIER";"syndicat";"done";"SDESM";"";""
"Seine-et-Marne (77)";"Sainte-Colombe";1793;"CC du Provinois";"Alain BALDUCCI";"";"callback";"";"";""
"Seine-et-Marne (77)";"Congis-sur-Thérouanne";1772;"CC du Pays de l'Ourcq";"Philippe MIMMAS";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Villeron";1766;"CA Roissy Pays de France";"Dominique KUDLA";"";"todo";"";"";""
"Seine-et-Marne (77)";"Monthyon";1749;"CA du Pays de Meaux";"Jean-Luc PÉCHARMAN";"";"inprogress";"";"";""
"Yvelines (78)";"Chavenay";1746;"CC Gally-Mauldre";"Myriam BRENAC";"";"done";"TERIDEAL";"";"CM "
"Hauts-de-Seine (92)";"Marnes-la-Coquette";1745;"EPT Grand Paris Seine Ouest";"Christianne BARODY-WEISS";"";"inprogress";"";"g.henry@marnes-la-coquette.fr";"vend 8h30"
"Seine-et-Marne (77)";"Conches-sur-Gondoire";1742;"CA Marne et Gondoire";"Marie-Christine VATOV";"commune";"done";"Eiffage";"";""
"Essonne (91)";"Angervilliers";1720;"CC du Dourdannais en Hurepoix";"Dany BOYER";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Bouleurs";1720;"CA Coulommiers Pays de Brie";"Monique BOURDIER";"";"inprogress";"";"";""
"Yvelines (78)";"Mareil-sur-Mauldre";1709;"CC Gally-Mauldre";"Nathalie CAHUZAC";"";"inprogress";"";"";"attendre la réponse"
"Yvelines (78)";"Crespières";1702;"CC Gally-Mauldre";"Adriano BALLARIN";"";"callback";"";"";"rappeler à 14h30"
"Yvelines (78)";"Bazemont";1695;"CC Gally-Mauldre";"Jean-Bernard HETZEL";"";"done";"SFE Aubergenville";"";""
"Val-d'Oise (95)";"Mours";1693;"CC Carnelle Pays-de-France";"Olivier LESUEUR";"";"todo";"";"";""
"Essonne (91)";"Corbreuse";1675;"CC du Dourdannais en Hurepoix";"Christophe MAZOUE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"La Houssaye-en-Brie";1675;"CA Coulommiers Pays de Brie";"Sylvie GOBARD";"commune";"done";"Eiffage";"";"SDESM : 3 ans le CM"
"Yvelines (78)";"Saint-Rémy-l'Honoré";1668;"CC Cur d'Yvelines";"Patrick RATEL";"";"done";"EIFFAGE";"";""
"Yvelines (78)";"Méré";1667;"CC Cur d'Yvelines";"Alain COLOMBI";"";"callback";"";"";"rappeler à 15h"
"Seine-et-Marne (77)";"Chenoise-Cucharmoy";1654;"CC du Provinois";"Alain BONTOUR";"";"inprogress";"";"";""
"Yvelines (78)";"Les Loges-en-Josas";1646;"CA Versailles Grand Parc";"Caroline DOUCERAIN";"";"done";"BOUYGUES";"";""
"Seine-et-Marne (77)";"Voulx";1632;"CC Gâtinais Val de Loing";"Sylvain LECOSNIER";"";"callback";"";"";""
"Yvelines (78)";"Sonchamp";1630;"CA Rambouillet Territoires";"Marie-Alice LESAGE";"";"callback";"";"";"rappeler à 16h"
"Yvelines (78)";"Lévis-Saint-Nom";1607;"CC Haute Vallée de Chevreuse";"Anne GRIGNON";"";"done";"PRUNEVIEILLE";"";""
"Essonne (91)";"Sermaise";1594;"CA Étampois Sud-Essonne";"Magali HAUTEFEUILLE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Bagneaux-sur-Loing";1582;"CC Pays de Nemours";"Claude JAMET";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Charny";1575;"CC Plaines et Monts de France";"Didier DEBRIT";"syndicat";"done";"BIR";"";""
"Yvelines (78)";"Richebourg";1568;"CC du Pays Houdanais";"Bernadette COURTY";"";"callback";"";"";"rappeler à 14h30"
"Essonne (91)";"Fontenay-le-Vicomte";1564;"CC du Val d'Essonne";"Valérie MICK-RIVES";"";"inprogress";"";"";""
"Essonne (91)";"Leudeville";1560;"CA Cur d'Essonne";"Jean-Pierre LECOMTE";"";"inprogress";"";"";""
"Essonne (91)";"Chevannes";1550;"CC du Val d'Essonne";"Sami BEN OUADA";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Le Pin";1548;"CC Val Briard";"Lydie WALLEZ";"";"callback";"";"";""
"Yvelines (78)";"Longnes";1544;"CU Grand Paris Seine et Oise";"Anne DEBRAS";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Chailly-en-Brie";1539;"CA Coulommiers Pays de Brie";"Sébastien CORBISIER";"";"inprogress";"";"";""
"Essonne (91)";"Saint-Maurice-Montcouronne";1536;"CC du Pays de Limours";"William BERRICHILLO";"";"inprogress";"";"";""
"Yvelines (78)";"Cernay-la-Ville";1536;"CA Rambouillet Territoires";"Claire CHERET";"";"done";"SAUR";"";""
"Essonne (91)";"D'Huison-Longueville";1532;"CC du Val d'Essonne";"Jean-Christophe HARDY";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Jouy-le-Châtel";1526;"CC des Deux Morin";"Stéphane BACHELET";"syndicat";"done";"bouygues";"CM + Bailleur";""
"Essonne (91)";"Le Val-Saint-Germain";1524;"CC du Dourdannais en Hurepoix";"Eric THIEBAUT";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Sourdun";1517;"CC du Provinois";"Eric TORPIER";"commune";"done";"Citeos";"CM + Bailleur";""
"Yvelines (78)";"Châteaufort";1515;"CA Communauté Paris-Saclay";"Patrice BERQUET";"";"done";"CITEOS";"";""
"Essonne (91)";"Gometz-la-Ville";1506;"CC du Pays de Limours";"Edwige HUOT MARCHAND";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Voulangis";1499;"CA Coulommiers Pays de Brie";"Franz MOLET";"commune";"done";"BIR";"MAIL";"CM avec le SDESM"
"Seine-et-Marne (77)";"Lumigny-Nesles-Ormeaux";1497;"CC du Provinois";"Pascale LEVAILLANT";"commune";"done";"EIFFAGE";"";"CM "
"Seine-et-Marne (77)";"Chalifert";1482;"CA Marne et Gondoire";"Salvatore SORRENTINO";"commune";"done";"INEDIS";"";"PRESTATAIRE EXTERIEUR (SDESM)"
"Seine-et-Marne (77)";"Moussy-le-Vieux";1476;"CA Roissy Pays de France";"Philippe GOVIGNON";"syndicat";"done";"SYNDICAT : LE SIER DE CLAYE SOUINNY";"";"SDESM"
"Essonne (91)";"Baulne";1468;"CC du Val d'Essonne";"Xavier GUILBERT";"";"inprogress";"";"";""
"Yvelines (78)";"Bazainville";1456;"CC du Pays Houdanais";"Daniel FEREDIE";"";"done";"SES";"";""
"Seine-et-Marne (77)";"Condé-Sainte-Libiaire";1438;"CA Marne et Gondoire";"Fabrice MARCILLY";"";"callback";"";"";""
"Seine-et-Marne (77)";"Grez-sur-Loing";1436;"CC les Portes Briardes Entre Villes et Forêts";"Carlo CARBONE";"syndicat";"done";"SDESM";"";""
"Yvelines (78)";"Thoiry";1432;"CC Cur d'Yvelines";"Anne FRELAUT-N'DIAYE";"";"callback";"";"";"rappeler à 14h"
"Seine-et-Marne (77)";"La Chapelle-Gauthier";1420;"CC Brie des Rivières et Châteaux";"Farid MEBARKI";"";"inprogress";"";"";""
"Essonne (91)";"Vaugrigneuse";1417;"CC du Pays de Limours";"Élodie CRÉPIN";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Mortcerf";1416;"CC Val Briard";"Christian BOUVIER";"syndicat";"done";"SDESM";"CONVENTION";""
"Yvelines (78)";"Saint-Léger-en-Yvelines";1412;"CA Rambouillet Territoires";"Virginie MADELAINE";"";"refused";"";"";""
"Seine-et-Marne (77)";"Villeneuve-Saint-Denis";1398;"CA Val d'Europe Agglomération";"Patrick RAOULT";"";"callback";"";"";""
"Yvelines (78)";"Dammartin-en-Serve";1394;"CU Grand Paris Seine et Oise";"Ghislaine SIWICK";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Fublaines";1391;"CC Pays de Nemours";"Déborah COURTOIS";"syndicat";"done";"SDESM";"";""
"Seine-et-Marne (77)";"Changis-sur-Marne";1386;"CC des Deux Morin";"Jean-François BERGAMINI";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Courpalay";1385;"CC Val Briard";"Élisabeth GARNOT";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Montigny-Lencoup";1384;"CC Brie Nangissienne";"Roger DENORMANDIE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Chamigny";1378;"CC des Deux Morin";"Xavier NICOLAS";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Us";1374;"CC du Vexin-Val de Seine";"Jhondy BOURGIN";"";"todo";"";"";""
"Seine-et-Marne (77)";"Moisenay";1371;"CA Roissy Pays de France";"Marie MAUGERE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Penchard";1354;"CA du Pays de Meaux";"Marc ROUQUETTE";"commune";"done";"BIR";"";"CM RENOUVELLE CHAQUE ANNÉE"
"Seine-et-Marne (77)";"Germigny-l'Évêque";1345;"CC Moret Seine et Loing";"Aline MARIE-MELLARE";"syndicat";"done";"SDESM";"";""
"Yvelines (78)";"Chapet";1344;"CU Grand Paris Seine et Oise";"Benoît DE LAURENS";"";"done";"GPSEO";"";""
"Essonne (91)";"Boissy-le-Cutté";1343;"CC du Val d'Essonne";"Jean-François MAUGÉ";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Gouaix";1335;"CC Gâtinais Val de Loing";"Jean-Paul FÉNOT";"syndicat";"done";"SDESM";"";""
"Yvelines (78)";"Médan";1322;"CU Grand Paris Seine et Oise";"Karine KAUFFMANN";"";"done";"GPSEO";"";""
"Essonne (91)";"Roinville";1314;"CC du Dourdannais en Hurepoix";"Guillaume BELLINELLI";"";"inprogress";"";"";""
"Yvelines (78)";"Les Bréviaires";1311;"CA Rambouillet Territoires";"Thierry ELBHAR";"";"refused";"";"";""
"Seine-et-Marne (77)";"Choisy-en-Brie";1308;"CA Coulommiers Pays de Brie";"Daniel TALFUMIER";"syndicat";"done";"Bouygues";"cm ";""
"Seine-et-Marne (77)";"Liverdy-en-Brie";1306;"CA Melun Val de Seine";"Hugues MARCELOT";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Seraincourt";1305;"CC du Vexin-Val de Seine";"Candice ENEE";"";"todo";"";"";""
"Val-d'Oise (95)";"Cormeilles-en-Vexin";1297;"CC du Vexin-Val de Seine";"Vincent IBRELISLE";"";"todo";"";"";""
"Yvelines (78)";"Gazeran";1288;"CA Rambouillet Territoires";"Stéphane PETIT";"";"done";"NON COMMUNIQUÉ";"";""
"Seine-et-Marne (77)";"Saint-Jean-les-Deux-Jumeaux";1285;"CA Coulommiers Pays de Brie";"Laurence MIFFRE-PERETTI";"";"callback";"";"";""
"Essonne (91)";"Breux-Jouy";1283;"CA Cur d'Essonne";"Alberto RODRIGUES";"";"inprogress";"";"";""
"Essonne (91)";"Moigny-sur-École";1279;"CC des Deux Vallées";"Pascal SIMONNOT";"";"inprogress";"";"";""
"Yvelines (78)";"Les Alluets-le-Roi";1273;"CA Saint-Germain Boucles de Seine";"Veronique HOUILLIER";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Barbizon";1265;"CA du Pays de Fontainebleau";"Gérard TAPONAT";"";"inprogress";"";"";""
"Yvelines (78)";"Galluis";1263;"CC Cur d'Yvelines";"Xavier ADAM";"";"done";"PF LIGHTING";"";"CM + Bailleur"
"Val-d'Oise (95)";"Moisselles";1261;"CA Plaine Vallée";"Véronique RIBOUT";"";"todo";"";"";""
"Seine-et-Marne (77)";"Férolles-Attilly";1255;"CA du Pays de Fontainebleau";"Anne-Laure FONTBONNE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"La Celle-sur-Morin";1251;"CA Coulommiers Pays de Brie";"Jacqueline SCHAUFLER";"";"inprogress";"";"";""
"Essonne (91)";"Auvers-Saint-Georges";1250;"CC Entre Juine et Renarde";"Isabelle RIFFET";"";"inprogress";"";"";""
"Yvelines (78)";"Condé-sur-Vesgre";1250;"CC du Pays Houdanais";"Florence LION";"";"done";"PS LIGHTING";"";"CM "
"Seine-et-Marne (77)";"Dammartin-sur-Tigeaux";1249;"CA Coulommiers Pays de Brie";"Angélique MERCIER";"syndicat";"done";"SDESM";"";""
"Seine-et-Marne (77)";"Cély";1241;"CA du Pays de Fontainebleau";"Francis GUERRIER";"commune";"done";"SPIE";"";"CM avec le SDESM"
"Seine-et-Marne (77)";"Favières";1239;"CA Coulommiers Pays de Brie";"Patricia BORG";"syndicat";"done";"SDESM";"";""
"Seine-et-Marne (77)";"Solers";1231;"CC Val Briard";"Gilles GROSLEVIN";"";"callback";"";"";""
"Seine-et-Marne (77)";"Touquin";1221;"CC Val Briard";"Sophie CHEVRINAIS-GABRIELE";"";"callback";"";"";""
"Essonne (91)";"Brières-les-Scellés";1218;"CA Étampois Sud-Essonne";"Françis TEYCHINE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Neufmoutiers-en-Brie";1216;"CC Val Briard";"Pietro GUATIERI";"syndicat";"done";"ENEDIS";"";"SDESM"
"Seine-et-Marne (77)";"Lorrez-le-Bocage-Préaux";1213;"CC du Provinois";"Claude BICHEREL";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Messy";1213;"CA Roissy Pays de France";"Carlos NETO";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Valmondois";1208;"CC Sausseron Impressionnistes";"Laurent DE GAULLE";"";"todo";"";"";""
"Essonne (91)";"Soisy-sur-École";1207;"CC des Deux Vallées";"Franck LEFÈVRE";"";"done";"SATELEC";"";"CM "
"Seine-et-Marne (77)";"Armentières-en-Brie";1196;"CC du Pays de l'Ourcq";"Jean-Bernard SOUDAN";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Coutevroult";1194;"CA Coulommiers Pays de Brie";"Jean-Jacques PREVOST";"";"inprogress";"";"";""
"Yvelines (78)";"Thiverval-Grignon";1192;"CC Gally-Mauldre";"Nadine GOHARD";"";"done";"NE SAIS PAS";"";""
"Val-d'Oise (95)";"Bonneuil-en-France";1185;"CA Roissy Pays de France";"Abdellah BENOUARET";"";"todo";"";"";""
"Essonne (91)";"Les Granges-le-Roi";1183;"CC du Dourdannais en Hurepoix";"Pierre VALLEE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Boissise-la-Bertrand";1181;"CA Melun Val de Seine";"Olivier DELMER";"syndicat";"done";"SPIE";"";"SDESM"
"Seine-et-Marne (77)";"Gouvernes";1178;"CC Bassée-Montois";"Nathalie TORTRAT";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Salins";1171;"CC Moret Seine et Loing";"Georges BÉNARD";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Voisenon";1167;"CA Melun Val de Seine";"Julien AGUIN";"";"callback";"";"01 60 68 29 00";""
"Seine-et-Marne (77)";"Villiers-Saint-Georges";1165;"CC Val Briard";"Tony PITA";"";"callback";"";"";""
"Yvelines (78)";"Toussus-le-Noble";1157;"CA Versailles Grand Parc";"Vanessa AUROY";"";"done";"NON COMMUNIQUÉ";"";"CM"
"Seine-et-Marne (77)";"Beaumont-du-Gâtinais";1155;"CC Pays de Nemours";"Nicolas POZO";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Achères-la-Forêt";1154;"CA du Pays de Fontainebleau";"Vanessa PIEL";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Guermantes";1148;"CC Pays de Nemours";"Annie VIARD";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Sammeron";1143;"CC des Deux Morin";"Christian DUPONT";"";"callback";"";"";""
"Yvelines (78)";"Tacoignières";1143;"CC du Pays Houdanais";"Thierry LEVACHER";"";"done";"SES";"";"CM + Bailleur"
"Seine-et-Marne (77)";"Isles-lès-Villenoy";1140;"CC du Pays de l'Ourcq";"Arnaud PLOUY";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Vigny";1137;"CC du Vexin-Val de Seine";"Vanessa LEGAIGNEUR";"";"todo";"";"";""
"Yvelines (78)";"Aulnay-sur-Mauldre";1137;"CC Gally-Mauldre";"Philippe LE PÊCHEUR";"";"refused";"";"";""
"Seine-et-Marne (77)";"Villeneuve-sur-Bellot";1136;"CA Coulommiers Pays de Brie";"Cécile LIQUOT";"syndicat";"done";"SDESM";"";""
"Seine-et-Marne (77)";"Sivry-Courtry";1122;"CC Brie des Rivières et Châteaux";"Aline HELLIAS";"";"callback";"";"";"14H30"
"Seine-et-Marne (77)";"Mary-sur-Marne";1114;"CC Pays de Montereau";"Sylvain GRENIER";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Ableiges";1108;"CC du Vexin-Val de Seine";"Patrick PELLETIER";"";"todo";"";"";""
"Seine-et-Marne (77)";"Doue";1108;"CA Coulommiers Pays de Brie";"Jean-Jacques NIVARD";"";"inprogress";"";"";""
"Essonne (91)";"Chamarande";1104;"CC Entre Juine et Renarde";"José ELEUTERIO";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Saint-Sauveur-sur-École";1103;"CA du Pays de Fontainebleau";"Laurence DUFIET";"";"inprogress";"";"";"9h15"
"Essonne (91)";"Villiers-le-Bâcle";1097;"CA Communauté Paris-Saclay";"Bertrand BILLON";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Sagy";1096;"CC du Vexin-Val de Seine";"Guy PARIS";"";"todo";"";"";""
"Yvelines (78)";"Oinville-sur-Montcient";1095;"CU Grand Paris Seine et Oise";"Didier GAULARD";"";"done";"GPSEO";"";""
"Yvelines (78)";"Aigremont";1083;"CA Saint-Germain Boucles de Seine";"Marie-Claude MÈGE";"";"refused";"";"";""
"Yvelines (78)";"Nézel";1083;"CU Grand Paris Seine et Oise";"Dominique TURPIN";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Villemaréchal";1082;"CC Gâtinais Val de Loing";"Nathalie LIGNON CACHET";"";"inprogress";"";"";""
